Title,Year,Director,Country,ASL
Charade ,1963,"Donen, Stanley ",USA ,6.5
"Bargee, The ",1964,"Wood, Duncan ",BRI ,6.5
"Girl With The Green Eyes, The ",1964,"Davis, Desmond ",BRI ,6.5
Ayirathloruvan ,1965,"Panthulu, Ramakrishnala ",IND ,6.5
"Rounders, The ",1965,"Kennedy, Burt ",USA ,6.5
"Not With My Wife, You Don't ",1966,"Panama, Norman ",USA ,6.5
"Roi de Coeur, Le ",1966,"Broca, Philipe de ",FRA ,6.5
Torn Curtain ,1966,"Hitchcock, Alfred ",USA ,6.5
"Cina e vicina, La ",1967,"Bellocchio, Marco ",ITA ,6.5
Da uomo a uomo (Death rides a horse) ,1967,"Petroni, G. ",ITA ,6.5
"Anniversary, The ",1968,"Baker, Roy ",BRI ,6.5
"Immortal Story, The ",1968,"Welles, Orson ",FRA ,6.5
"Rachel, Rachel ",1968,"Newman, Paul ",USA ,6.5
Bob and Carol and Ted and Alice ,1969,"Mazursky, Paul ",USA ,6.5
Captain Nemo and the Underwater City ,1969,"Hill, James ",USA ,6.5
"Gypsy Moths, The ",1969,"Frankenheimer, John ",USA ,6.5
Women in Love ,1969,"Russell, Ken ",BRI ,6.5
Blood on Satan's Claw ,1970,"Haggard, Piers ",BRI ,6.5
"House That Dripped Blood, The ",1970,"Duffel, Peter ",BRI ,6.5
Gi? la testa ,1971,"Leone, Sergio ",ITA ,6.5
Papillon ,1973,"Schaffner, Franklin ",USA ,6.5
Serpico ,1973,"Lumet, Sidney ",USA ,6.5
"To the Devil, A Daughter ",1976,"Sykes, Peter ",BRI ,6.5
"Oh, God! ",1977,"Reiner, Carl ",USA ,6.5
Airplane II: The Sequel ,1982,"Finkleman, Ken ",USA ,6.5
Somewhere Tomorrow ,1983,"Wiemer, Robert ",USA ,6.5
Sesame Street presents: Follow that Bird ,1985,"Kwapis, Ken ",USA ,6.5
Dead Ringers ,1988,"Cronenberg, David ",CAN ,6.5
"Rainbow, The ",1988,"Russell, Ken ",,6.5
Mountains of the Moon ,1989,"Rafelson, Bob ",USA ,6.5
Soldiers of Innocence ,1989,"Jung, Han Woo, & Wood, G ",,6.5
Across the Tracks ,1991,"Tung, Sandy ",USA ,6.5
Iron Maze ,1991,"Yoshida, Hiroaki ",,6.5
Cold Heaven ,1992,"Roeg, Nicolas ",USA ,6.5
Go Fish ,1994,"Troche, Rose ",USA ,6.5
Guarding Tess ,1994,"Wilson, Hugh ",USA ,6.5
"Parfum d'Yvonne, le ",1994,"Leconte, Patrice ",FRA ,6.5
Sense and Sensibility ,1995,"Lee, Ang ",USA ,6.5
Separate Lives ,1995,"Madden, David ",USA ,6.5
Venus Rising ,1995,"Barish, Leora ",USA ,6.5
"Spitfire Grill, The ",1996,"Zlotoff, Lee David ",USA ,6.5
Budbringeren ,1997,"Sletaune, Pal ",NOR ,6.5
"O Que � Isso, Companheiro? ",1997,"Barreto, Bruno ",,6.5
"Price of Kissing, The ",1997,"DiPersio, Vince ",USA ,6.5
"Spanish Prisoner, The ",1997,"Mamet, David ",USA ,6.5
Babymother ,1998,"Henriques, Julian ",BRI ,6.5
Prometheus ,1998,"Harrison, Tony ",BRI ,6.5
Stepmom ,1998,"Columbus, Chris ",USA ,6.5
"Darkest Light, The ",1999,"Eltringham, B. & Beaufoy ",BRI ,6.5
You Can Count On Me ,1999,"Lonergan, Kenneth ",USA ,6.5
When Brendan Met Trudy ,2000,"Walsh, Kieron J. ",IRE ,6.5
Aks ,2001,"Mehra, Rakesh Omprakesh ",IND ,6.5
"Diables, les ",2002,"Ruggia, Cristophe ",,6.5
"M?me, la ",2007,"Dahan, Olivier ",,6.5
"Letzte Schweigen, das ",2010,"Bodar, Baran ",GER ,6.5
Mogambo ,1953,"Ford, John ",,6.51
Sailor of the King ,1953,"Boulting, Roy ",BRI ,6.51
"Wild One, The ",1953,"Benedek, Laszlo ",USA ,6.51
"Bedford Incident, The ",1965,"Harris, James B. ",USA ,6.51
Our Man in Marrakesh ,1966,"Sharp, Don ",BRI ,6.51
High Anxiety ,1977,"Brooks, Mel ",USA ,6.51
Videodrome ,1982,"Cronenberg, David ",CAN ,6.51
"Lonely Guy, The ",1984,"Hiller, Arthur ",USA ,6.51
Three Men and a Baby ,1987,"Nimoy, Leonard ",USA ,6.51
American Friends ,1991,"Powell, Tristram ",,6.51
Frailty ,2001,"Paxton, Bill ",,6.51
Dogville ,2003,"Trier, Lars Von ",,6.51
Things to do Before You're 30 ,2004,"Shore, Simon ",BRI ,6.51
Vinyan ,2008,"du Welz, Fabrice ",,6.51
Lightnin' Bill Carson ,1936,"Newfield, Sam ",USA ,6.52
Sea of Sand ,1958,"Green, Guy ",BRI ,6.52
Ice Station Zebra ,1968,"Sturges, John ",USA ,6.52
Jaws ,1975,"Spielberg, Steven ",USA ,6.52
Spider ,2002,"Cronenberg, David ",,6.52
Unmade Beds ,2009,"Dos Santos, Alexis ",BRI ,6.52
"Fish Called Wanda, A ",1988,"Crichton, Charles ",BRI ,6.53
Parenthood ,1989,"Howard, Ron ",USA ,6.53
So I Married an Axe Murderer ,1993,"Schlamme, Thomas ",USA ,6.53
Snakes and Ladders ,1996,"McAdam, Trish ",IRE ,6.53
Trolljegeren ,2010,"Ovredal, Andre ",NOR ,6.53
Appointment in London ,1952,"Leacock, Phillip ",BRI ,6.54
Star Trek II: The Wrath of Khan ,1982,"Meyer, Nicholas ",USA ,6.54
My Blue Heaven ,1990,"Ross, Herbert ",USA ,6.54
"Fetten Jahren sind vorbei, die ",2004,"Weingartner, Hans ",GER ,6.54
Doubt ,2008,"Shanley, John Patrick ",USA ,6.54
"Cry of the Owl, The ",2009,"Thraves, Jamie ",,6.54
Dark Command ,1940,"Walsh, Raoul ",USA ,6.55
Resurrected ,1989,"Greengrass, Paul ",BRI ,6.55
Breakfast of Champions ,1999,"Rudolph, Alan ",USA ,6.55
Nanjing! Nanjing! ,2009,Lu Chuan ,CHI ,6.55
Barney's Version ,2010,"Lewis, Richard J. ",,6.55
Sealed Cargo ,1951,"Werker, Alfred ",USA ,6.56
Rose of Cimarron ,1952,"Keller, Harry ",USA ,6.56
Crazy People ,1990,"Bill, Tony ",USA ,6.56
Four Weddings and a Funeral ,1994,"Newell, Mike ",BRI ,6.56
Reality Bites ,1994,"Stiller, Ben ",,6.56
Hard Candy ,2005,"Slade, David ",USA ,6.56
Beginners ,2010,"Mills, Mike ",USA ,6.56
Operation Crossbow ,1965,"Anderson, Michael ",USA ,6.57
"Silent Enemy, The ",1958,"Fairchild, William ",BRI ,6.58
Star of India ,1959,"Lubin, Arthur ",,6.58
"Ghoul, The ",1975,"Francis, Freddie ",BRI ,6.58
Lemon Tree ,2008,"Riklis, Eran ",,6.58
Dangerous Mission ,1954,"King, Louis ",USA ,6.59
Quel maledetto giorno d'inverno ,1970,"Fidani, Demofilo ",ITA ,6.59
Tabu ,1931,"Murnau, F.W. ",USA ,6.6
Wild Boys of the Road ,1933,"Wellman, William ",USA ,6.6
"Black Room, The ",1935,"Neill, Roy William ",USA ,6.6
Oh Daddy! ,1935,"Cutts, G. & Melford, A. ",BRI ,6.6
Dangerously They Live ,1941,"Florey, Robert ",USA ,6.6
Marine Raiders ,1944,"Schuster, Harold ",USA ,6.6
Frontier Gal ,1945,"Lamont, Charles ",USA ,6.6
Whispering Smith ,1948,"Fenton, Leslie ",USA ,6.6
Battleground ,1949,"Wellman, William ",USA ,6.6
Broken Arrow ,1950,"Daves, Delmer ",USA ,6.6
Three Came Home ,1950,"Negulesco, Jean ",USA ,6.6
Ivanhoe ,1952,"Thorpe, Richard ",USA ,6.6
"Vitelloni, I ",1953,"Fellini, Federico ",ITA ,6.6
"Cool and the Crazy, The ",1958,"Witney, William ",USA ,6.6
Angry Red Planet ,1960,"Melchior, Ib ",USA ,6.6
Spencer's Mountain ,1963,"Daves, Delmer ",USA ,6.6
"Terror, The ",1963,"Corman, Roger ",USA ,6.6
Father Goose ,1964,"Nelson, Ralph ",USA ,6.6
Arizona Raiders ,1965,"Witney, William ",USA ,6.6
Ballad in Blue ,1966,"Henreid, Paul ",BRI ,6.6
Morgan - A Suitable Case for Treatment ,1966,"Reisz, Karel ",BRI ,6.6
Follow That Camel ,1967,"Thomas, Gerald ",BRI ,6.6
Sangre de virgenes ,1967,"Vieyra, Emilio ",ARG ,6.6
"Shuttered Room, The ",1967,"Greene, David ",BRI ,6.6
"First Time, The ",1968,"Neilson, James ",USA ,6.6
Mera naam joker ,1970,"Kapoor, Raj ",IND ,6.6
On the Buses ,1971,"Booth, Harry ",BRI ,6.6
Utvandrarna ,1971,"Troell, Jan ",SWE ,6.6
They Only Kill Their Masters ,1972,"Goldstone, James ",USA ,6.6
That'll Be the Day ,1973,"Watham, Claude ",BRI ,6.6
"Other Side of the Mountain, The ",1975,"Peerce, Larry ",USA ,6.6
One on One ,1977,"Johnson, Lamont ",USA ,6.6
"Boys from Brazil, The ",1978,"Schaffner, Franklin J. ",USA ,6.6
Rosie Dixon: Night Nurse ,1978,"Cartwright, Justin ",BRI ,6.6
"Driller Killer, The ",1979,"Ferrara, Abel ",USA ,6.6
"Great Santini, The ",1979,"Carlino, Lewis John ",USA ,6.6
Amityville 3-D ,1983,"Fleischer, Richard ",USA ,6.6
Echo Park ,1985,"Dornhelm, Robert ",,6.6
Tin Men ,1987,"Levinson, Barry ",USA ,6.6
"Hunt For Red October, The ",1990,"McTiernan, John ",USA ,6.6
White Palace ,1990,"Mandoki, Luis ",USA ,6.6
Mi Vida Loca ,1993,"Anders, Allison ",USA ,6.6
"Secret Garden, The ",1993,"Holland, Agnieszka ",USA ,6.6
Wilder Napalm ,1993,"Caron, Glenn Gordon ",USA ,6.6
1942: A Love Story ,1994,"Chopra, Vidhu Vinod ",IND ,6.6
Coldblooded ,1995,"Wolodarsky, M. Wallace ",USA ,6.6
"Scarlet Letter, The ",1995,"Joff�, Roland ",USA ,6.6
City of Industry ,1996,"Irvin, John ",USA ,6.6
Multiplicity ,1996,"Ramis, Harold ",USA ,6.6
Welcome to the Dollhouse ,1996,"Solondz, Todd ",USA ,6.6
BAPS ,1997,"Townsend, Robert ",USA ,6.6
Contact ,1997,"Zemeckis, Robert ",USA ,6.6
Grey Owl ,1998,"Attenborough, Richard ",,6.6
In Dreams ,1998,"Jordan, Neil ",USA ,6.6
Love is the Devil ,1998,"Maybury, John ",BRI ,6.6
American Beauty ,1999,"Mendes, Sam ",USA ,6.6
Finding Kelly ,1999,"Hanrick, Lynn ",USA ,6.6
Ghost Dog: The Way of the Samurai ,1999,"Jarmusch, Jim ",USA ,6.6
"Hurricane, The ",1999,"Jewison, Norman ",USA ,6.6
In Too Deep ,1999,"Rymer, Michael ",USA ,6.6
Behind the Sun ,2001,"Salles, Walter ",,6.6
"Sound of Music, The ",1965,"Wise, Robert ",USA ,6.61
Bull Durham ,1988,"Shelton, Ron ",USA ,6.61
Captives ,1994,"Pope, Angela ",BRI ,6.61
Dirty Pretty Things ,2002,"Frears, Stephen ",,6.61
Animal Kingdom ,2009,"Michod, David ",AUS ,6.61
Lady of Burlesque ,1943,"Wellman, William A. ",USA ,6.62
Bullitt ,1968,"Yates, Peter ",USA ,6.62
Thundebolt and Lightfoot ,1974,"Cimino, Michael ",USA ,6.62
Gremlins ,1984,"Dante, Joe ",USA ,6.62
Boiling Point ,1993,"Harris, James B. ",USA ,6.62
"Gay Diplomat, The ",1931,"Boleslawski, Richard ",USA ,6.63
"Four Feathers, The ",1939,"Korda, Zoltan ",BRI ,6.63
Ten Tall Men ,1951,"Goldbeck, Willis ",USA ,6.63
Just My Luck ,1957,"Carstairs, John Paddy ",BRI ,6.63
Magnum Force ,1973,"Post, Ted ",USA ,6.63
"Wiz, The ",1978,"Lumet, Sidney ",USA ,6.63
"Age of Innocence, The ",1993,"Scorsese, Martin ",USA ,6.63
"Lawless Heart, The ",2001,"Hunter, N. & Hunsinger, T ",,6.63
Pauline & Paulette ,2001,"Debrauwen, Lieven ",,6.63
Damn the Defiant! ,1962,"Gilbert, Lewis ",BRI ,6.64
"Ravagers, The ",1965,"Romero, Eddie ",,6.64
Rain Man ,1988,"Levinson, Barry ",USA ,6.64
Joe versus the Volcano ,1990,"Shanley, John Patrick ",USA ,6.64
Mary Reilly ,1996,"Frears, Stephen ",USA ,6.64
"Good Girl, The ",2001,"Arteta, Miguel ",USA ,6.64
Undertow ,2009,"Fuentes-Leon, Javier ",,6.64
Submarine Seahawk ,1958,"Bennett, Spencer G. ",USA ,6.65
"Day of the Triffids, The ",1962,"Sekely, Steve ",,6.65
Escape From the Planet of the Apes ,1971,"Taylor, Don ",USA ,6.65
St. Elmo's Fire ,1985,"Schumacher, Joel ",USA ,6.65
"Pursuit of Happyness, The ",2006,"Muccino, Gabriele ",USA ,6.65
Tu sera mon fils ,2011,"Legrand, Gilles ",FRA ,6.65
Love Happy ,1949,"Miller, David ",USA ,6.66
"Kidnappers, The ",1953,"Leacock, Philip ",BRI ,6.66
Miami Blues ,1990,"Armitage, George ",USA ,6.66
Pacific Heights ,1990,"Schlesinger, John ",USA ,6.66
Venus ,2006,"Michell, Roger ",BRI ,6.66
"Future, The ",2011,"July, Miranda ",,6.66
Hellfighters ,1969,"McLagen, Andrew V. ",USA ,6.67
"Fourth Protocol, The ",1987,"Mackenzie, John ",BRI ,6.67
Stir Crazy ,1990,"Poitier, Sidney ",USA ,6.67
Shadow Dancer ,2012,"Marsh, James ",,6.67
"Scarlet Pimpernel, The ",1934,"Young, Harold ",BRI ,6.68
Housekeeping ,1987,"Forsyth, Bill ",USA ,6.68
"Shock to the System, A ",1990,"Egleson, Jan ",USA ,6.68
Barton Fink ,1991,"Coen, Joel ",,6.68
Duck Soup ,1933,"Mc Carey, Leo ",USA ,6.69
Dr. Jekyll and Sister Hyde ,1971,"Baker, Roy Ward ",BRI ,6.69
"Last Picture Show, The ",1971,"Bogdanovich, Peter ",USA ,6.69
Star Trek II: The Wrath of Khan ,1982,"Meyer, Nicholas ",USA ,6.69
"Godfather - Part III, The ",1990,"Coppola, Francis Ford ",USA ,6.69
"Life Acquatic with Steve Zissou, The ",2004,"Anderson, Wes ",USA ,6.69
"Aventures de Robert Macaire, Les ",1925,"Epstein, Jean ",FRA ,6.7
Conte Cruel ,1929,"Modot, Gaston ",FRA ,6.7
Behind the Mask ,1932,"Dillon, John Francis ",USA ,6.7
Mystery Ranch ,1932,"Howard, David ",USA ,6.7
"Mayor of Hell, The ",1933,"Mayo, Archie ",USA ,6.7
Roman Scandals ,1933,"Tuttle, Frank ",USA ,6.7
Paradise Canyon ,1935,"Pierson, Carl ",USA ,6.7
"Last of the Mohicans, The ",1936,"Seitz, George B. ",USA ,6.7
Fair Warning ,1937,"Foster, Norman ",USA ,6.7
Wild Money ,1937,"King, Louis ",USA ,6.7
Kit Carson ,1940,"Seitz, George B. ",USA ,6.7
Road Agent ,1941,"Lamont, Charles ",USA ,6.7
Captains of the Clouds ,1942,"Curtiz, Michael ",USA ,6.7
Dick Tracy ,1945,"Berke, Wiliam ",USA ,6.7
Anna and the King of Siam ,1946,"Cromwell, John ",USA ,6.7
Bedlam ,1946,"Robson, Mark ",USA ,6.7
Criminal Court ,1946,"Wise, Robert ",USA ,6.7
Guns of Hate ,1948,"Selander, Lesley ",USA ,6.7
"Ticket to Tomahawk, A ",1950,"Sale, Richard ",USA ,6.7
"Diamond Queen, The ",1953,"Brahm, John ",USA ,6.7
Laxdale Hall ,1953,"Eldridge, John ",BRI ,6.7
"Bridges at Toko-Ri, The ",1954,"Robson, Mark ",USA ,6.7
Forbidden Cargo ,1954,"French, Harold ",BRI ,6.7
"Cockleshell Heroes, The ",1955,"Ferrer, Jose ",BRI ,6.7
"Yank in Ermine, A ",1955,"Parry, Gordon ",BRI ,6.7
Vertigo ,1958,"Hitchcock, Alfred ",USA ,6.7
Last Train From Gun Hill ,1959,"Sturges, John ",USA ,6.7
"Wild and the Innocent, The ",1959,"Sher, Jack ",USA ,6.7
"Woman Obsessed, A ",1959,"Hathaway, Henry ",USA ,6.7
Early Autumn ,1961,Ozu Yasujiro ,JAP ,6.7
Paradisio ,1962,"Haile, Henri ",GER ,6.7
Every Day's a Holiday ,1964,"Hill, James ",BRI ,6.7
Mirage ,1965,"Dmytryk, Edward ",USA ,6.7
Ten Little Indians ,1965,"Pollock, George ",BRI ,6.7
"buono, il brutto, il cattivo, Il ",1966,"Leone, Sergio ",ITA ,6.7
"Deadly Bees, The ",1967,"Francis, Freddie ",BRI ,6.7
Adolf Hitler - My Part in His Downfall ,1972,"Cohen, Norman ",BRI ,6.7
"Groundstar Conspiracy, The ",1972,"Johnson, Lamont ",USA ,6.7
Shaft's Big Score ,1972,"Parks, Gordon ",USA ,6.7
And Now the Screaming Starts! ,1973,"Baker, Roy Ward ",BRI ,6.7
Dark Star ,1973,"Carpenter, John ",USA ,6.7
Executive Action ,1973,"Miller, David ",USA ,6.7
"Exorcist, The ",1973,"Friedkin, William ",USA ,6.7
Foxy Brown ,1974,"Hill, Jack ",USA ,6.7
Breakout ,1975,"Gries, Tom ",USA ,6.7
Whiffs ,1975,"Post, Ted ",USA ,6.7
Who Has Seen the Wind ,1977,"King, Allan ",CAN ,6.7
Muqaddar ka Sikandar ,1978,"Mehra, Prakash ",IND ,6.7
Bezubaan ,1981,Bapu ,IND ,6.7
Jaka Sembong ,1981,"Putra, Sisworo Gautama ",IDO ,6.7
Thaneer Thaneer ,1981,"Balachander, K. ",IND ,6.7
"Corsican Brothers, The ",1984,"Chong, Thomas ",USA ,6.7
Iceman ,1984,"Schepisi, Fred ",USA ,6.7
"Say Yes"""" ",1986,"Yust, Larry ",USA ,6.7
"Whistle Blower, The ",1986,"Langton, Simon ",BRI ,6.7
"Wolf at the Door, The ",1987,"Carlsen, Henning ",,6.7
Sweet Heart's Dance ,1988,"Greenwald, Robert ",USA ,6.7
Homer and Eddie ,1989,"Konchalovsky, Andrei ",USA ,6.7
Return Home ,1989,"Argall, Ray ",AUS ,6.7
"After Dark, My Sweet ",1990,"Foley, James ",USA ,6.7
Late for Dinner ,1991,"Richter, W.D. ",USA ,6.7
Mystery Date ,1991,"Wacks, Jonathan ",USA ,6.7
Once Upon a Crime ,1992,"Levy, Eugene ",USA ,6.7
"Business Affair, A ",1993,"Brandstrom, Charlotte ",,6.7
Sins of Desire ,1993,"Wynorski, Jim ",USA ,6.7
Eastenders (H) ,1994,"Hays, Bill ",BRI ,6.7
Ed Wood ,1994,"Burton, Tim ",USA ,6.7
S.F.W. ,1994,"Levy, Jefery ",USA ,6.7
"Basketball Diaries, The ",1995,"Kalvert, Scott ",USA ,6.7
Dead Man Walking ,1995,"Robbins, Tim ",USA ,6.7
Heavy ,1995,"Mangold, James ",USA ,6.7
Hourglass ,1995,"Howell, C. Thomas ",USA ,6.7
How to Make an American Quilt ,1995,"Moorhouse, Jocelyn ",USA ,6.7
Pie in the Sky ,1995,"Gordon, Bryan ",USA ,6.7
Sweet Nothing ,1995,"Winick, Gary ",USA ,6.7
Trade-Off ,1995,"Lane, Andrew ",USA ,6.7
"Birdcage, The ",1996,"Nichols, Mike ",USA ,6.7
Bogus ,1996,"Jewison, Norman ",USA ,6.7
Getting Away With Murder ,1996,"Miller, Harvey ",,6.7
Anna Karenina ,1997,"Rose, Bernard ",USA ,6.7
Chachi 420 ,1997,"Haasan, Kamal ",IND ,6.7
Lost Highway ,1997,"Lynch, David ",USA ,6.7
Photographing Fairies ,1997,"Willing, Nick ",BRI ,6.7
"Wings of the Dove, The ",1997,"Softley, Iain ",USA ,6.7
Paperback Hero ,1998,"Bowman, Antony B. ",AUS ,6.7
Titanic Town ,1998,"Michell, Roger ",,6.7
10 Things I Hate About You ,1999,"Junger, Gil ",USA ,6.7
Best Laid Plans ,1999,"Barker, Michael ",USA ,6.7
Circle of Deception ,1999,"DeLaBarre, Eric ",USA ,6.7
Elephant Juice ,1999,"Miller, Sam ",,6.7
"Enfants du siecle, les ",1999,"Kurys, Diane ",FRA ,6.7
Himalaya: l'enfance d'un chef ,1999,"Valli, Eric ",FRA ,6.7
Holy Smoke ,1999,"Campion, Jane ",USA ,6.7
My Life So Far ,1999,"Hudson, Hugh ",,6.7
Weak at Denise ,1999,"Nott, Julian ",BRI ,6.7
Before Night Falls ,2000,"Schnabel, Julian ",USA ,6.7
"Contender, The ",2000,"Lurie, Rod ",USA ,6.7
Ed Gein ,2000,"Parello, Chuck ",USA ,6.7
Liam ,2000,"Frears, Stephen ",BRI ,6.7
Time of Favor ,2000,"Cedar, Joseph ",ISR ,6.7
"Others, The ",2001,"Amenabar, Alejandro ",,6.7
Io sono l'amore ,2009,"Guadagino, Luca ",ITA ,6.7
Prince Valiant ,1954,"Hathaway, Henry ",USA ,6.71
Lost ,1955,"Green, Guy ",BRI ,6.71
Ten Wanted Men ,1955,"Humberstone, H. Bruce ",USA ,6.71
"Inn of the Sixth Happiness, The ",1958,"Robson, Mark ",,6.71
"Towering Inferno, The ",1974,"Allen, I. & Guillermin, J. ",USA ,6.71
Choses S�crets ,2002,"Brisseau, Jean-Claude ",FRA ,6.71
"Human Stain, The ",2003,"Benton, Robert ",,6.71
Brokeback Mountain ,2005,"Lee, Ang ",USA ,6.71
War of the Worlds ,2005,"Spielberg, Steven ",USA ,6.72
My Favorite Wife ,1940,"Kanin, Garson ",USA ,6.73
"Wackiest Ship in the Army, The ",1961,"Murphy, Richard ",USA ,6.73
"Crude Oasis, The ",1995,"Graves, Alex ",USA ,6.73
Emile ,2003,"Bessai, Carl ",CAN ,6.73
"Blue Tower, The ",2008,"Bhide, Smita ",BRI ,6.73
Potiche ,2010,"Ozon, Francois ",FRA ,6.73
"Set-Up, The ",1949,"Wise, Robert ",USA ,6.74
Crucible of Terror ,1971,"Hooker, Ted ",BRI ,6.74
"Way We Were, The ",1973,"Pollack, Sydney ",USA ,6.74
"Great Sioux Uprising, The ",1953,"Bacon, Lloyd ",USA ,6.75
Wonderful Life ,1964,"Furie, Sidney J. ",BRI ,6.75
"Fog, The ",1979,"Carpenter, John ",USA ,6.75
Nightwing ,1979,"Hiller, Arthur ",USA ,6.75
Torpedo Run ,1958,"Pevney, Joseph ",USA ,6.76
"Buon, il bruto, il cattivo, il ",1966,"Leone, Sergio ",ITA ,6.76
Support Your Local Gunfighter ,1971,"Kennedy, Burt ",USA ,6.76
Field of Dreams ,1989,"Robinson, Phil Alden ",USA ,6.76
Killer Joe ,2011,"Friedkin, William ",USA ,6.76
"Stand at Apache River, The ",1953,"Sholem, Lee ",USA ,6.77
"Raiders of Letye Gulf, The ",1963,"Romero, E.F. ",,6.77
After Hours ,1985,"Scorsese, Martin ",USA ,6.77
Fried Green Tomatoes at the Whistle Stop Caf� ,1991,"Avnet, Jon ",USA ,6.77
"Happening, The ",2008,"Shyamalan, M. Night ",,6.77
Adam ,2009,"Mayer, Max ",USA ,6.77
Hope Springs ,2012,"Frankel, David ",USA ,6.77
"Story of G.I. Joe, The ",1945,"Wellman, William ",USA ,6.78
Scaramouche ,1952,"Sidney, George ",USA ,6.78
Merrill's Marauders ,1962,"Fuller, Samuel ",USA ,6.78
Paint Your Wagon ,1969,"Logan, Joshua ",USA ,6.78
GoodFellas ,1990,"Scorsese, Martin ",USA ,6.78
Tell Me Something ,1999,Chang Youn-Hyun ,KOR ,6.78
"Informers, The ",2009,"Jordan, Gregor ",,6.78
"Magnificent Seven, The ",1960,"Sturges, John ",USA ,6.79
Before You Go ,2002,"Gilbert, Lewis ",BRI ,6.79
Girl With a Pearl Earring ,2003,"Webber, Peter ",,6.79
Crustaces et coquillages ,2005,"Ducastel, O, & Martineau, J. ",FRA ,6.79
Drive ,2011,"Refn, Nicholas Winding ",USA ,6.79
Heart o' the Hills ,1919,"Franklin, Sidney ",USA ,6.8
Without Limit ,1921,"Baker, George D. ",USA ,6.8
"Tourbillon de Paris, le ",1928,"Duvivier, Julien ",FRA ,6.8
Men of America ,1932,"Ince, Ralph ",USA ,6.8
Man's Castle ,1933,"Borzage, Frank ",USA ,6.8
"Neath the Arizona Skies, ' ",1934,"Fraser, Harry ",USA ,6.8
Bachelor Mother ,1939,"Kanin, Garson ",USA ,6.8
"Fighting 69th., The ",1940,"Keighley, William ",USA ,6.8
"Falcon Out West, The ",1944,"Clemens, William ",USA ,6.8
Return of the Badmen ,1948,"Enright, Ray ",USA ,6.8
It Happens Every Spring ,1949,"Bacon, Lloyd ",USA ,6.8
Sons of Matthew ,1949,"Chauvel, Charles ",AUS ,6.8
"Kid From Texas, The ",1950,"Neumann, Kurt ",USA ,6.8
"For Better, For Worse ",1954,"Lee-Thompson, J. ",BRI ,6.8
Indiscretion of an American Wife ,1954,"De Sica, Vittorio ",,6.8
Saskatchewan ,1954,"Walsh, Raoul ",USA ,6.8
Backlash ,1956,"Sturges, John ",USA ,6.8
Jacqueline ,1956,"Baker, Roy ",BRI ,6.8
Reform School Girl ,1957,"Bernds, Edward ",USA ,6.8
Sea Wife ,1957,"McNaught, Bob ",BRI ,6.8
Something of Value ,1957,"Brooks, Richard ",USA ,6.8
"Woman and the Hunter, The ",1957,"Breakston, George ",USA ,6.8
"Sheriff of Fractured Jaw, The ",1958,"Walsh, Raoul ",BRI ,6.8
Follow a Star ,1959,"Asher, Robert ",BRI ,6.8
Dinosaurus! ,1960,"Yeaworth, Jr., Irvin S. ",USA ,6.8
Jis desk men Ganga behti hai ,1960,"Karmarkar, Radhu ",IND ,6.8
Gunga Jumna ,1961,"Bose, Nitin ",IND ,6.8
How the West Was Won ,1962,"Marshall, George ",USA ,6.8
Phir wohl dil laya hoon ,1963,"Hussain, Nasir ",IND ,6.8
Good Neighbor Sam ,1964,"Swift, David ",USA ,6.8
Woman of Straw ,1964,"Dearden, Basil ",BRI ,6.8
Beau Geste ,1966,"Heyes, Douglas ",USA ,6.8
Dr. Goldfoot and the Bikini Machine ,1966,"Taurog, Norman ",USA ,6.8
"Sergeant, The ",1968,"Flynn, John ",USA ,6.8
"Illustrated Man, The ",1969,"Smight, Jack ",USA ,6.8
What Ever Happened to Aunt Alice? ,1969,"Katzin, Lee H. ",USA ,6.8
"Horror of Frankenstein, The ",1970,"Sangster, Jimmy ",BRI ,6.8
Lo chiamavano Trinita ,1971,"Barboni, Enzo ",ITA ,6.8
Father Dear Father ,1972,"Stewart, William G. ",BRI ,6.8
"Spikes Gang, The ",1974,"Fleischer, Richard ",USA ,6.8
"Spacconata, la ",1975,"Brescia, Alfonso ",ITA ,6.8
"Amerkanishe Freun, der ",1977,"Wenders, Wim ",,6.8
Suor omicidi ,1978,"Berruti, Giulio ",ITA ,6.8
Betrayal ,1982,"Jones, David ",BRI ,6.8
Savannah Smiles ,1982,"DeMoro, Pierre ",USA ,6.8
"Little Drummer Girl, The ",1984,"Hill, George Roy ",USA ,6.8
Mr. North ,1988,"Huston, Danny ",USA ,6.8
Tucker: The Man and His Dream ,1988,"Coppola, Francis Ford ",USA ,6.8
King of the Wind ,1989,"Duffell, Peter ",USA ,6.8
"Tall Guy, The ",1989,"Smith, Mel ",BRI ,6.8
Arachnophobia ,1990,"Marshall, Frank ",USA ,6.8
George's Island ,1991,"Donovan, Paul ",CAN ,6.8
Final Analysis ,1992,"Joanou, Phil ",USA ,6.8
Andaz Apna Apna ,1994,"Santoshi, Rajkumar ",IND ,6.8
"Ascent, The ",1994,"Shebib, Donald ",USA ,6.8
Beyond Rangoon ,1995,"Boorman, John ",USA ,6.8
Illegal in Blue ,1995,"Segall, Stu ",USA ,6.8
Living in Oblivion ,1995,"DiCillo, Tom ",USA ,6.8
Flirting With Disaster ,1996,"Russell, David O. ",USA ,6.8
Hard Men ,1996,"Amalou, J.K. ",,6.8
Mystery Science Theater: The Movie ,1996,"Mallon, Jim ",USA ,6.8
